test_id,value,hamming_weight,sha256_power,esha256_power,sha256_correlation,esha256_correlation
32,4269293750,17,17.332572043063273,15.465205341032183,0.9761305105435292,0.0037287973169917834
33,699609397,15,15.66634686943433,17.04514405077912,0.9761305105435292,0.0037287973169917834
34,2240407628,13,13.489211260097846,15.428187553113125,0.9761305105435292,0.0037287973169917834
35,3706678861,21,20.106144840552584,16.722887411975243,0.9761305105435292,0.0037287973169917834
36,614399451,20,20.08942634739637,18.512401305310995,0.9761305105435292,0.0037287973169917834
37,2903412782,14,13.634110888462715,14.25398942349691,0.9761305105435292,0.0037287973169917834
38,2472870871,16,15.411629149724371,16.236655846811516,0.9761305105435292,0.0037287973169917834
39,3408161788,18,18.26309921938324,17.555474617724126,0.9761305105435292,0.0037287973169917834
40,951096022,14,14.379916014936892,15.285972572429236,0.9761305105435292,0.0037287973169917834
41,3509019460,14,13.658741318082107,15.928868473801575,0.9761305105435292,0.0037287973169917834
42,386152487,12,12.309296388319803,16.15818145986426,0.9761305105435292,0.0037287973169917834
43,2293648351,18,17.576735500585478,16.91042418022217,0.9761305105435292,0.0037287973169917834
44,2764188342,14,14.2062298013917,15.967603674106215,0.9761305105435292,0.0037287973169917834
45,4243600292,17,17.346699683282957,16.782956163606507,0.9761305105435292,0.0037287973169917834
46,4032963628,12,12.417135441041136,16.896867266782913,0.9761305105435292,0.0037287973169917834
47,3591384256,11,11.103256090516041,14.339794999728127,0.9761305105435292,0.0037287973169917834
48,3880361514,17,17.42869459886227,15.21339964432589,0.9761305105435292,0.0037287973169917834
49,1444766287,16,17.32797005950631,15.691846865853176,0.9761305105435292,0.0037287973169917834
50,1101676472,16,16.45107558351701,16.303532948929178,0.9761305105435292,0.0037287973169917834
51,1639470687,17,16.83812100895955,19.781203526418174,0.9761305105435292,0.0037287973169917834
52,2790829949,19,20.77420129829934,16.438522384493204,0.9761305105435292,0.0037287973169917834
53,2329119682,15,14.599927674556582,17.496857529577703,0.9761305105435292,0.0037287973169917834
54,2534664162,18,18.282232668988208,17.432619148602157,0.9761305105435292,0.0037287973169917834
55,126495634,13,12.824676113206417,16.32943572054466,0.9761305105435292,0.0037287973169917834
56,327349422,15,14.876099030642683,15.243226946725276,0.9761305105435292,0.0037287973169917834
57,3685520321,17,15.948009381575844,14.325031781326214,0.9761305105435292,0.0037287973169917834
58,2838872489,15,15.082293800376751,15.205936362884287,0.9761305105435292,0.0037287973169917834
59,1021582430,16,16.483575865938846,14.528991784930644,0.9761305105435292,0.0037287973169917834
60,2719329864,13,13.534367925618863,15.59661122165545,0.9761305105435292,0.0037287973169917834
61,688139964,13,13.287498572281994,15.745184667439332,0.9761305105435292,0.0037287973169917834
62,2559323321,14,15.046554771229674,16.214724676753274,0.9761305105435292,0.0037287973169917834
63,1464452890,16,15.64192663875716,17.265719196336416,0.9761305105435292,0.0037287973169917834
64,457230079,17,16.48568560097731,17.61687808791047,0.9761305105435292,0.0037287973169917834
65,2080785300,13,13.388937288566456,15.424457736105385,0.9761305105435292,0.0037287973169917834
66,3960416281,14,14.086228394779704,16.310420777224593,0.9761305105435292,0.0037287973169917834
67,2770791634,16,15.419877470943414,15.188245649999024,0.9761305105435292,0.0037287973169917834
68,3501331347,14,13.938220753078562,15.31810478533352,0.9761305105435292,0.0037287973169917834
69,1566019745,15,13.815360195309196,13.476670050095226,0.9761305105435292,0.0037287973169917834
70,2511217562,16,16.70124141067932,15.852774775088989,0.9761305105435292,0.0037287973169917834
71,2076893831,18,18.954967335764415,15.898140210619994,0.9761305105435292,0.0037287973169917834
72,3105309313,13,12.984715072347438,14.844082195132467,0.9761305105435292,0.0037287973169917834
73,1592314423,18,17.616213964685763,17.461180825173667,0.9761305105435292,0.0037287973169917834
74,4118774269,22,22.38909108970038,18.779521080392485,0.9761305105435292,0.0037287973169917834
75,1183245922,14,15.008246980015036,17.586618697283,0.9761305105435292,0.0037287973169917834
76,305218341,11,11.424830074791576,15.838491386653269,0.9761305105435292,0.0037287973169917834
77,2667818348,17,16.327921323023546,16.628344130430797,0.9761305105435292,0.0037287973169917834
78,2455834739,12,12.909900178886781,16.651769546660493,0.9761305105435292,0.0037287973169917834
79,758592737,16,16.716420922488798,16.451249140543688,0.9761305105435292,0.0037287973169917834
80,3926354945,13,12.664880461588782,16.77836487746024,0.9761305105435292,0.0037287973169917834
81,289834833,12,11.60155370935831,15.74048760660258,0.9761305105435292,0.0037287973169917834
82,1680457874,11,10.878503179378573,15.530438002563917,0.9761305105435292,0.0037287973169917834
83,4172463344,18,18.925317064317113,17.008362405406597,0.9761305105435292,0.0037287973169917834
84,4246867254,16,16.861574586548954,17.511729251007832,0.9761305105435292,0.0037287973169917834
85,451902853,19,19.02570917904426,15.612842644760567,0.9761305105435292,0.0037287973169917834
86,4186813385,19,19.295500533258775,12.899658931955704,0.9761305105435292,0.0037287973169917834
87,2218743971,15,14.87856690376744,16.898350585068886,0.9761305105435292,0.0037287973169917834
88,167371289,15,15.063488177470086,13.316675337362465,0.9761305105435292,0.0037287973169917834
89,4140545112,18,18.090169980049573,16.554146262856015,0.9761305105435292,0.0037287973169917834
90,398136380,16,15.475924429975532,14.566106011618922,0.9761305105435292,0.0037287973169917834
91,3012756796,15,15.0275836404199,16.42294504961505,0.9761305105435292,0.0037287973169917834
92,2263436452,14,13.731875853913436,15.2980542389162,0.9761305105435292,0.0037287973169917834
93,73262144,11,10.84886469084501,16.953726783075908,0.9761305105435292,0.0037287973169917834
94,1282892684,16,15.877170762793051,16.59397782429985,0.9761305105435292,0.0037287973169917834
95,1498205453,15,15.475500858910252,16.406927575865833,0.9761305105435292,0.0037287973169917834
96,1676194501,16,15.17805146003576,17.304083230508002,0.9761305105435292,0.0037287973169917834
97,1587212441,17,16.232512363626487,14.44965162719592,0.9761305105435292,0.0037287973169917834
98,3509672310,16,16.02369092992923,16.291330042946527,0.9761305105435292,0.0037287973169917834
99,1471898956,18,17.096875524958804,15.09798283252412,0.9761305105435292,0.0037287973169917834
100,100563897,20,19.549355984072008,16.70041951076049,0.9761305105435292,0.0037287973169917834
101,3189991760,15,14.668398026004194,15.842461204017473,0.9761305105435292,0.0037287973169917834
102,2555163296,12,12.398349498387391,16.878627390975776,0.9761305105435292,0.0037287973169917834
103,1700968972,14,13.182737618768602,16.434385419897072,0.9761305105435292,0.0037287973169917834
104,2112699065,21,21.386173718722006,16.84637937549614,0.9761305105435292,0.0037287973169917834
105,2556450182,12,11.508141172875836,15.494195199019652,0.9761305105435292,0.0037287973169917834
106,2509648238,16,15.450218401210076,16.994518097289962,0.9761305105435292,0.0037287973169917834
107,2374501710,12,12.759516975973874,14.940189122071782,0.9761305105435292,0.0037287973169917834
108,2136861863,22,22.66922972078244,16.4871417790473,0.9761305105435292,0.0037287973169917834
109,667468379,15,14.722004504061152,15.291413076021342,0.9761305105435292,0.0037287973169917834
110,1374046979,14,15.394947467095985,17.022707148141954,0.9761305105435292,0.0037287973169917834
111,3525799610,18,18.183054331738628,17.160218933187835,0.9761305105435292,0.0037287973169917834
112,330330971,16,15.261960631962813,15.302369403740538,0.9761305105435292,0.0037287973169917834
113,697427379,16,16.509290896412402,16.38511218573213,0.9761305105435292,0.0037287973169917834
114,1398068639,18,17.165312350792032,15.33087950871822,0.9761305105435292,0.0037287973169917834
115,781387860,12,12.026615369000638,16.396767101246827,0.9761305105435292,0.0037287973169917834
116,3850618613,18,18.144584774897545,16.100024462068383,0.9761305105435292,0.0037287973169917834
117,730899986,12,12.226903083649432,15.42116911974417,0.9761305105435292,0.0037287973169917834
118,1889763227,19,19.309159649337072,15.903144335115087,0.9761305105435292,0.0037287973169917834
119,11165262,13,13.574367779885401,16.291487298079797,0.9761305105435292,0.0037287973169917834
120,1057381247,20,19.170857804872536,16.043714035121024,0.9761305105435292,0.0037287973169917834
121,3395435594,14,13.037738993167068,15.99240192226477,0.9761305105435292,0.0037287973169917834
122,689300363,15,14.612826537025455,14.001078124013432,0.9761305105435292,0.0037287973169917834
123,3175412154,18,18.975306500949692,15.71359953130413,0.9761305105435292,0.0037287973169917834
124,1250155052,14,14.351669083683856,17.824980831370805,0.9761305105435292,0.0037287973169917834
125,3221197989,22,23.223893598604846,15.463287050392845,0.9761305105435292,0.0037287973169917834
126,91904407,16,16.640592551989386,14.984477689763768,0.9761305105435292,0.0037287973169917834
127,873560869,14,13.839719018611467,17.322141608952627,0.9761305105435292,0.0037287973169917834
128,3574723069,19,19.62167003703351,15.424418460279622,0.9761305105435292,0.0037287973169917834
129,3946488956,18,18.547984076150804,16.26103342544246,0.9761305105435292,0.0037287973169917834
130,1057607395,18,17.873569909314668,16.51626173597657,0.9761305105435292,0.0037287973169917834
131,1016810276,15,14.814419709897388,14.67638284293644,0.9761305105435292,0.0037287973169917834
132,3651022404,16,14.96733480478515,15.053485598553966,0.9761305105435292,0.0037287973169917834
133,2370142735,13,12.983123665944571,15.987862364011374,0.9761305105435292,0.0037287973169917834
134,1965410273,17,18.224200984392837,14.854261977570115,0.9761305105435292,0.0037287973169917834
135,718454592,15,15.449776580747436,16.443120182532645,0.9761305105435292,0.0037287973169917834
136,1515315974,14,13.782028275195623,15.728611232191572,0.9761305105435292,0.0037287973169917834
137,735150861,14,15.143557667693447,14.43029747341846,0.9761305105435292,0.0037287973169917834
138,3100627962,21,21.97983191978982,16.173635119267608,0.9761305105435292,0.0037287973169917834
139,2077395293,18,18.296771030726852,16.316674784374616,0.9761305105435292,0.0037287973169917834
140,1903009758,21,21.467374286200915,16.272997441868146,0.9761305105435292,0.0037287973169917834
141,182714344,19,18.593579782800358,16.941917193469685,0.9761305105435292,0.0037287973169917834
142,3860800863,19,18.13517269839512,14.86983004507718,0.9761305105435292,0.0037287973169917834
143,2684645892,8,7.691926809635054,16.461411998974686,0.9761305105435292,0.0037287973169917834
144,1591733494,23,22.25934229469673,15.715080114465902,0.9761305105435292,0.0037287973169917834
145,2559186564,11,11.456518746506877,15.233813096198853,0.9761305105435292,0.0037287973169917834
146,799129111,18,18.237188919518854,14.659457705436447,0.9761305105435292,0.0037287973169917834
147,1942804406,20,20.021114412333507,14.105061893901368,0.9761305105435292,0.0037287973169917834
148,1449307089,16,15.43390423175197,14.86351808487161,0.9761305105435292,0.0037287973169917834
149,509743588,13,12.729161411762227,18.06775324546426,0.9761305105435292,0.0037287973169917834
150,2618762445,15,13.745576177745388,15.614605146600837,0.9761305105435292,0.0037287973169917834
151,3044158524,16,16.715430941877138,14.600696444890492,0.9761305105435292,0.0037287973169917834
152,3440109646,16,15.315265835814762,14.718875193680436,0.9761305105435292,0.0037287973169917834
153,331208521,18,18.592222668485014,16.25120740503059,0.9761305105435292,0.0037287973169917834
154,4242976994,18,16.869722242316822,14.459601793564323,0.9761305105435292,0.0037287973169917834
155,503166629,20,20.554834715581602,16.357373964181043,0.9761305105435292,0.0037287973169917834
156,1510483399,13,13.367750756837827,15.492126250580004,0.9761305105435292,0.0037287973169917834
157,267157165,20,21.29331932790639,15.509546026766142,0.9761305105435292,0.0037287973169917834
158,1703117365,13,12.813911309406626,17.51462921283379,0.9761305105435292,0.0037287973169917834
159,2037207527,19,18.513052731227976,16.641545818468785,0.9761305105435292,0.0037287973169917834
160,1390900479,21,21.103230677176796,15.619323455399561,0.9761305105435292,0.0037287973169917834
161,1646271371,12,11.33263774674528,14.074362299800999,0.9761305105435292,0.0037287973169917834
162,1514857557,15,14.507852896134299,17.42415333411873,0.9761305105435292,0.0037287973169917834
163,2203456368,13,12.142596949755761,15.681165503388211,0.9761305105435292,0.0037287973169917834
164,2312558079,21,21.08423289718633,15.87141205656422,0.9761305105435292,0.0037287973169917834
165,992776509,16,15.968996115342733,14.030837610018434,0.9761305105435292,0.0037287973169917834
166,4063600731,16,16.739177344678335,16.2384769265301,0.9761305105435292,0.0037287973169917834
167,2775959700,15,15.963224824965698,14.67466320703522,0.9761305105435292,0.0037287973169917834
168,1906848695,17,17.02768516644643,15.093477226836935,0.9761305105435292,0.0037287973169917834
169,2989223552,15,14.785721619378815,16.359354068614376,0.9761305105435292,0.0037287973169917834
170,489105177,15,16.896793497949453,15.16975340626486,0.9761305105435292,0.0037287973169917834
171,2972664852,13,12.679994234730007,15.837644555959287,0.9761305105435292,0.0037287973169917834
172,417815429,16,16.950252382678634,16.976829373865392,0.9761305105435292,0.0037287973169917834
173,775420237,19,19.07544537358975,15.670954535598586,0.9761305105435292,0.0037287973169917834
174,1738014661,22,22.509095379878065,14.409895631001046,0.9761305105435292,0.0037287973169917834
175,1611042604,12,11.463962044534354,14.39430559907314,0.9761305105435292,0.0037287973169917834
176,932905975,19,17.772747313279808,14.335262142356612,0.9761305105435292,0.0037287973169917834
177,1044853165,17,17.258923072558726,16.165480040553696,0.9761305105435292,0.0037287973169917834
178,2385505682,18,17.839853054807072,16.393363801722913,0.9761305105435292,0.0037287973169917834
179,1796474717,15,15.445128036492282,16.572481299573585,0.9761305105435292,0.0037287973169917834
180,3762223775,20,19.105282253245285,15.87053123263872,0.9761305105435292,0.0037287973169917834
181,2634496617,16,16.535509046462856,17.240475235647658,0.9761305105435292,0.0037287973169917834
182,636724402,16,15.904011371331933,16.312745237421236,0.9761305105435292,0.0037287973169917834
183,3022741312,15,14.91962472145919,17.11612116699066,0.9761305105435292,0.0037287973169917834
184,2633610040,18,18.234121307426197,16.388090899108462,0.9761305105435292,0.0037287973169917834
185,3579267728,15,14.913165151468437,16.533265208462083,0.9761305105435292,0.0037287973169917834
186,1115346061,15,14.867425119380432,17.94573734976312,0.9761305105435292,0.0037287973169917834
187,1313968796,14,14.204790438896268,15.018735700263434,0.9761305105435292,0.0037287973169917834
188,655732360,14,13.770266847176718,15.865012552673807,0.9761305105435292,0.0037287973169917834
189,2827565044,16,17.820502053013275,15.87567069025512,0.9761305105435292,0.0037287973169917834
190,2552722842,16,15.639851643308395,16.03597680967085,0.9761305105435292,0.0037287973169917834
191,3133626344,19,19.2593362117726,15.774545960194917,0.9761305105435292,0.0037287973169917834
192,4023576037,21,20.737708490372633,15.650927487063992,0.9761305105435292,0.0037287973169917834
193,1680484799,16,16.366143475466632,16.487772819891994,0.9761305105435292,0.0037287973169917834
194,1354031293,15,14.41852874726278,17.204552046702542,0.9761305105435292,0.0037287973169917834
195,531758436,19,19.48301311400469,18.49065420635639,0.9761305105435292,0.0037287973169917834
196,1556006147,16,16.07503027741951,16.797747856772297,0.9761305105435292,0.0037287973169917834
197,746160528,12,12.014425155322511,15.294634744963933,0.9761305105435292,0.0037287973169917834
198,3958475029,17,17.261021516845258,18.08628512048337,0.9761305105435292,0.0037287973169917834
199,1921328038,14,15.769997863148243,15.931721471124282,0.9761305105435292,0.0037287973169917834
200,2233854597,14,13.200899814530924,15.41570053432504,0.9761305105435292,0.0037287973169917834
201,3765922537,18,16.85132058442058,15.593627868493328,0.9761305105435292,0.0037287973169917834
202,3959590834,15,15.427447028341295,17.27169913685213,0.9761305105435292,0.0037287973169917834
203,1798574023,17,16.56540895695667,17.447915505775285,0.9761305105435292,0.0037287973169917834
204,2645701696,13,12.34997124404417,18.263561876379054,0.9761305105435292,0.0037287973169917834
205,2314114358,17,16.76563912715611,16.22130572405586,0.9761305105435292,0.0037287973169917834
206,1186634175,19,19.43367275399161,15.213837933228774,0.9761305105435292,0.0037287973169917834
207,2231148040,14,14.16753486966048,15.523601530702967,0.9761305105435292,0.0037287973169917834
208,2770871024,12,12.270304179366308,16.795302281904814,0.9761305105435292,0.0037287973169917834
209,3020779136,13,13.427165978470375,14.84142309868712,0.9761305105435292,0.0037287973169917834
210,3813250257,15,13.86596868113437,14.257007062733312,0.9761305105435292,0.0037287973169917834
211,2640974315,17,18.145872404859965,15.720294990053478,0.9761305105435292,0.0037287973169917834
212,2673923069,20,20.250933459956336,16.457194525071966,0.9761305105435292,0.0037287973169917834
213,3044482262,19,19.73201284126695,15.658365537781313,0.9761305105435292,0.0037287973169917834
214,2759915693,14,15.066074401660895,16.218821475244546,0.9761305105435292,0.0037287973169917834
215,3265476393,15,15.072479219790608,16.162338257007143,0.9761305105435292,0.0037287973169917834
216,1508379078,14,13.768943458780896,16.242651935076903,0.9761305105435292,0.0037287973169917834
217,1571162485,16,15.52548616680491,16.16042868648598,0.9761305105435292,0.0037287973169917834
218,3417020252,19,18.449357968251174,16.435306113295614,0.9761305105435292,0.0037287973169917834
219,1258295171,11,10.789696625120671,15.75880137031815,0.9761305105435292,0.0037287973169917834
220,3931089557,18,17.570378081211427,15.119126063299897,0.9761305105435292,0.0037287973169917834
221,799139502,18,17.771214271799813,16.559215250068405,0.9761305105435292,0.0037287973169917834
222,3147823104,17,17.645594593267862,17.828338845056976,0.9761305105435292,0.0037287973169917834
223,1601071364,16,15.841423806702192,18.630711740416743,0.9761305105435292,0.0037287973169917834
224,1564656855,16,16.068991234033657,14.103450800561884,0.9761305105435292,0.0037287973169917834
225,3034399123,16,15.868433911497053,15.184951688204848,0.9761305105435292,0.0037287973169917834
226,265712931,17,18.236774080167056,14.911973420510359,0.9761305105435292,0.0037287973169917834
227,3691996089,18,17.996167641836628,17.705131993619716,0.9761305105435292,0.0037287973169917834
228,3308824952,15,14.774585319793369,14.697527878248971,0.9761305105435292,0.0037287973169917834
229,2253095225,13,13.841648841601586,15.822226809465842,0.9761305105435292,0.0037287973169917834
230,1503246858,15,14.85945126097685,16.77655030479961,0.9761305105435292,0.0037287973169917834
231,2859632822,15,15.33976632487527,15.78790737756962,0.9761305105435292,0.0037287973169917834
232,3886529602,18,17.921444003748967,14.968329698065881,0.9761305105435292,0.0037287973169917834
233,2668533607,19,18.87281124861161,15.428991318791656,0.9761305105435292,0.0037287973169917834
234,2206551479,16,16.712397316059533,14.673512265782014,0.9761305105435292,0.0037287973169917834
235,4076913760,11,9.914664350478256,16.99858049355702,0.9761305105435292,0.0037287973169917834
236,2603159069,15,14.59609442945227,17.954248847806078,0.9761305105435292,0.0037287973169917834
237,4206760092,17,16.812253008794677,17.51397147395779,0.9761305105435292,0.0037287973169917834
238,1158068245,12,12.966437181936039,16.303111417266955,0.9761305105435292,0.0037287973169917834
239,2626144058,17,16.976202525305283,17.392774415626565,0.9761305105435292,0.0037287973169917834
240,2829647926,11,11.460955126595177,17.60213033472685,0.9761305105435292,0.0037287973169917834
241,4074262230,18,18.280168438870714,15.316175164861338,0.9761305105435292,0.0037287973169917834
242,1734830627,17,17.596862840306308,16.99344752995139,0.9761305105435292,0.0037287973169917834
243,642966415,16,15.085541090162366,14.177977179159708,0.9761305105435292,0.0037287973169917834
244,3758621755,10,9.468020173348384,14.6588910142224,0.9761305105435292,0.0037287973169917834
245,3450522659,16,16.298141200003347,15.545446888806179,0.9761305105435292,0.0037287973169917834
246,1155975141,17,16.41374042768578,15.946052237752983,0.9761305105435292,0.0037287973169917834
247,155684268,14,13.315126934699723,15.388521453534661,0.9761305105435292,0.0037287973169917834
248,3393592959,18,17.964599210290345,16.857503491416214,0.9761305105435292,0.0037287973169917834
249,856727652,10,9.785425672321505,15.535937656445611,0.9761305105435292,0.0037287973169917834
250,3239426266,15,14.89024298017659,15.527315161703601,0.9761305105435292,0.0037287973169917834
251,1347046326,14,14.550169580004004,16.83144382709756,0.9761305105435292,0.0037287973169917834
252,840841865,14,13.770753319351382,16.380110536762956,0.9761305105435292,0.0037287973169917834
253,4102305664,13,12.852139988735928,17.265246213201685,0.9761305105435292,0.0037287973169917834
254,2095155190,19,18.84891486613771,16.787709286183432,0.9761305105435292,0.0037287973169917834
255,4003993118,16,16.74487355477429,16.90164009369212,0.9761305105435292,0.0037287973169917834
256,3435873465,16,16.185408784561204,15.65497331462296,0.9761305105435292,0.0037287973169917834
257,260562490,18,18.0429575980566,17.578224807110637,0.9761305105435292,0.0037287973169917834
258,1311803513,13,12.946252729446268,14.990578822449166,0.9761305105435292,0.0037287973169917834
259,1366223795,19,19.469248244302385,15.691631528845289,0.9761305105435292,0.0037287973169917834
260,2204642806,16,15.985713026425136,15.759930267825297,0.9761305105435292,0.0037287973169917834
261,1901246554,15,15.108474049668942,14.75947937868859,0.9761305105435292,0.0037287973169917834
262,118731449,15,14.548453160266746,16.38713227812569,0.9761305105435292,0.0037287973169917834
263,3157957203,17,17.334747658366,16.82889070853791,0.9761305105435292,0.0037287973169917834
264,3078718146,13,11.83262252630058,14.261024426965168,0.9761305105435292,0.0037287973169917834
265,4119431104,15,14.925058720641648,15.923863785991026,0.9761305105435292,0.0037287973169917834
266,4168273712,17,18.45909527719552,15.997173003851316,0.9761305105435292,0.0037287973169917834
267,1218541738,13,12.877496085977612,16.245384012105482,0.9761305105435292,0.0037287973169917834
268,1957352281,17,17.199613901880436,14.75651507860167,0.9761305105435292,0.0037287973169917834
269,3378850267,17,17.504001039603146,15.862034739219286,0.9761305105435292,0.0037287973169917834
270,262476356,12,12.112382049807229,15.945661492374825,0.9761305105435292,0.0037287973169917834
271,2624398833,17,18.55391952898424,16.415220046720567,0.9761305105435292,0.0037287973169917834
272,1301839648,15,14.539675669530572,17.658911074311153,0.9761305105435292,0.0037287973169917834
273,558908715,11,11.411832943184129,16.96591622199609,0.9761305105435292,0.0037287973169917834
274,460791403,19,18.428536192569076,14.861062078240584,0.9761305105435292,0.0037287973169917834
275,1520335621,17,16.338937672970665,16.104205035797325,0.9761305105435292,0.0037287973169917834
276,560766510,15,15.79339989408275,16.029415063125455,0.9761305105435292,0.0037287973169917834
277,2786823901,18,18.005252441526945,17.393688783240975,0.9761305105435292,0.0037287973169917834
278,4146454853,17,17.224988558377525,16.41726556791355,0.9761305105435292,0.0037287973169917834
279,1128418414,13,12.285860563650818,16.612502863579596,0.9761305105435292,0.0037287973169917834
280,319542378,14,15.016303513925246,15.814787248606411,0.9761305105435292,0.0037287973169917834
281,3338306007,18,18.23514470502581,15.498186249238879,0.9761305105435292,0.0037287973169917834
282,3018764870,18,17.71680429857856,14.632413462978374,0.9761305105435292,0.0037287973169917834
283,3498015538,19,19.565307091706305,15.87399129414722,0.9761305105435292,0.0037287973169917834
284,4288709701,15,14.67163105769966,17.051674342288106,0.9761305105435292,0.0037287973169917834
285,4131097667,17,16.943238578588904,14.88490125711544,0.9761305105435292,0.0037287973169917834
286,25373922,11,11.25075118236779,16.592618438006582,0.9761305105435292,0.0037287973169917834
287,2056063511,15,14.518699382286107,15.91908512059697,0.9761305105435292,0.0037287973169917834
288,672590882,12,12.292718275538954,18.01169600414392,0.9761305105435292,0.0037287973169917834
289,1493441650,12,11.832655524248993,17.28778670890052,0.9761305105435292,0.0037287973169917834
290,333073867,17,17.56307299890255,14.357881181870468,0.9761305105435292,0.0037287973169917834
291,2174374691,13,12.825997018259704,16.00556403169654,0.9761305105435292,0.0037287973169917834
292,3941069696,18,17.50759874532061,16.337561618203946,0.9761305105435292,0.0037287973169917834
293,101256385,9,8.230468071881461,17.238768590575795,0.9761305105435292,0.0037287973169917834
294,2074527607,21,21.71083081952173,16.319118960359802,0.9761305105435292,0.0037287973169917834
295,1828035132,18,18.71756915311612,14.694036604971364,0.9761305105435292,0.0037287973169917834
296,2721774576,18,19.18291477689217,15.05328989384644,0.9761305105435292,0.0037287973169917834
297,1221620182,14,13.438118779637268,15.043897070090555,0.9761305105435292,0.0037287973169917834
298,1264289590,17,17.566221281443028,15.415433146769189,0.9761305105435292,0.0037287973169917834
299,982278825,14,14.262715316976369,16.041832490855878,0.9761305105435292,0.0037287973169917834
300,3909142148,11,8.870878918390627,14.889768722441824,0.9761305105435292,0.0037287973169917834
301,3871597665,16,16.24962981771588,17.183014789410443,0.9761305105435292,0.0037287973169917834
302,3974547296,17,15.938811936783543,17.099307576224923,0.9761305105435292,0.0037287973169917834
303,600078297,17,15.816012125727914,16.5922947669955,0.9761305105435292,0.0037287973169917834
304,2844274051,13,13.837402703493098,16.003587430185284,0.9761305105435292,0.0037287973169917834
305,3808720062,16,15.154458930373789,15.070653670123084,0.9761305105435292,0.0037287973169917834
306,4235055623,18,17.943917472115874,14.58218505910283,0.9761305105435292,0.0037287973169917834
307,3657570981,13,13.001319038332445,17.080956393400804,0.9761305105435292,0.0037287973169917834
308,3694525121,18,16.8570417265919,17.918258626429186,0.9761305105435292,0.0037287973169917834
309,3343067139,12,12.491894037055852,17.51881155961851,0.9761305105435292,0.0037287973169917834
310,2403389403,18,17.95792617324372,14.84407642852186,0.9761305105435292,0.0037287973169917834
311,3172486345,15,15.324816773459123,17.14572973392179,0.9761305105435292,0.0037287973169917834
312,2102096058,18,17.458179068257866,16.491342669280826,0.9761305105435292,0.0037287973169917834
313,3935260116,18,17.614805438929718,15.50719460550948,0.9761305105435292,0.0037287973169917834
314,1470368330,13,13.037801169725933,16.922823358605985,0.9761305105435292,0.0037287973169917834
315,3519253726,17,16.824628355243355,16.315568342975787,0.9761305105435292,0.0037287973169917834
316,1209894643,15,14.153063394062986,17.14374098391599,0.9761305105435292,0.0037287973169917834
317,1671912588,16,16.051339324916988,15.416891044940607,0.9761305105435292,0.0037287973169917834
